event,league_season_id,location,event_id,cup_name,cup_id,custom_cup_ids,url,registration_url,infosheet_url,additional_info_url,starts_at,ends_at,local_start_date,local_end_date,timezone,disciplines
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",352,ChongqingWC,986,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/986,/api/v1/events/986/registrations,,,2017-04-22 00:00:00 UTC,2017-04-23 00:00:00 UTC,2017-04-22,2017-04-23,,"[{'id': 1115, 'kind': 'boulder', 'event_id': 986, 'created_at': '2020-01-31T10:36:39.000Z', 'updated_at': '2020-02-14T16:10:01.000Z', 'settings': None}, {'id': 1116, 'kind': 'speed', 'event_id': 986, 'created_at': '2020-01-31T10:36:43.000Z', 'updated_at': '2020-02-14T16:05:44.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",352,NanjingWC,987,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/987,/api/v1/events/987/registrations,,,2017-04-29 00:00:00 UTC,2017-04-30 00:00:00 UTC,2017-04-29,2017-04-30,,"[{'id': 1117, 'kind': 'boulder', 'event_id': 987, 'created_at': '2020-01-31T10:36:54.000Z', 'updated_at': '2020-02-14T16:10:04.000Z', 'settings': None}, {'id': 1118, 'kind': 'speed', 'event_id': 987, 'created_at': '2020-01-31T10:36:59.000Z', 'updated_at': '2020-02-14T16:05:46.000Z', 'settings': None}]"
European Youth Cup (B) - Graz (AUT) 2017 ,358,EYC_Graz_17,1010,European Youth Cup 2017,60.0,[],/api/v1/events/1010,/api/v1/events/1010/registrations,,,2017-04-29 00:00:00 UTC,2017-04-30 00:00:00 UTC,2017-04-29,2017-04-30,,"[{'id': 1156, 'kind': 'boulder', 'event_id': 1010, 'created_at': '2020-01-31T10:44:46.000Z', 'updated_at': '2020-01-31T10:44:46.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",352,TokyoWC,988,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/988,/api/v1/events/988/registrations,,,2017-05-06 00:00:00 UTC,2017-05-07 00:00:00 UTC,2017-05-06,2017-05-07,,"[{'id': 1119, 'kind': 'boulder', 'event_id': 988, 'created_at': '2020-01-31T10:37:10.000Z', 'updated_at': '2020-02-14T16:10:07.000Z', 'settings': None}]"
Promotional Event - Melloblocco (ITA) 2017,363,Melloblocco,1034,,,[],/api/v1/events/1034,/api/v1/events/1034/registrations,,,2017-05-11 00:00:00 UTC,2017-05-14 00:00:00 UTC,2017-05-11,2017-05-14,,[]
European Youth Cup (S) - Tarnow (POL) 2017,358,EYC_POL_17,1011,European Youth Cup 2017,60.0,[],/api/v1/events/1011,/api/v1/events/1011/registrations,,,2017-05-12 00:00:00 UTC,2017-05-13 00:00:00 UTC,2017-05-12,2017-05-13,,"[{'id': 1157, 'kind': 'speed', 'event_id': 1011, 'created_at': '2020-01-31T10:44:56.000Z', 'updated_at': '2020-01-31T10:44:56.000Z', 'settings': None}]"
European Youth Cup (B) - Soure (POR) 2017,358,EYC_POR_17,1012,European Youth Cup 2017,60.0,[],/api/v1/events/1012,/api/v1/events/1012/registrations,,,2017-05-20 00:00:00 UTC,2017-05-21 00:00:00 UTC,2017-05-20,2017-05-21,,"[{'id': 1158, 'kind': 'boulder', 'event_id': 1012, 'created_at': '2020-01-31T10:45:01.000Z', 'updated_at': '2020-01-31T10:45:01.000Z', 'settings': None}]"
Promo Event - The Rock Ljubljana  (B) - (SLO) 2017,363,TheRock,1035,,,[],/api/v1/events/1035,/api/v1/events/1035/registrations,,,2017-05-20 00:00:00 UTC,2017-05-20 00:00:00 UTC,2017-05-20,2017-05-20,,[]
Promotional Event (B) - Climbing Boulder Montpellier (FRA) 2017,363,Montpellier2017,1036,,,[],/api/v1/events/1036,/api/v1/events/1036/registrations,,,2017-05-24 00:00:00 UTC,2017-05-28 00:00:00 UTC,2017-05-24,2017-05-28,,[]
European Youth Cup (L) - Imst (AUT) 2017,358,EYC_AUT_L_17,1013,European Youth Cup 2017,60.0,[],/api/v1/events/1013,/api/v1/events/1013/registrations,,,2017-05-27 00:00:00 UTC,2017-05-28 00:00:00 UTC,2017-05-27,2017-05-28,,"[{'id': 1159, 'kind': 'lead', 'event_id': 1013, 'created_at': '2020-01-31T10:45:07.000Z', 'updated_at': '2020-01-31T10:45:07.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Vail (USA) 2017,352,VailWC,989,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/989,/api/v1/events/989/registrations,,,2017-06-09 00:00:00 UTC,2017-06-10 00:00:00 UTC,2017-06-09,2017-06-10,,"[{'id': 1120, 'kind': 'boulder', 'event_id': 989, 'created_at': '2020-01-31T10:37:21.000Z', 'updated_at': '2020-02-14T16:10:10.000Z', 'settings': None}]"
European Youth Cup (L) - Dornbirn (AUT) 2017,358,EYC_AUT_L_17,1014,European Youth Cup 2017,60.0,[],/api/v1/events/1014,/api/v1/events/1014/registrations,,,2017-06-10 00:00:00 UTC,2017-06-11 00:00:00 UTC,2017-06-10,2017-06-11,,"[{'id': 1160, 'kind': 'lead', 'event_id': 1014, 'created_at': '2020-01-31T10:45:21.000Z', 'updated_at': '2020-01-31T10:45:21.000Z', 'settings': None}]"
Asia Sports For All Pumpfest - Singapore (SGP) 2017,363,SportsForAll2017,1037,,,[],/api/v1/events/1037,/api/v1/events/1037/registrations,,,2017-06-15 00:00:00 UTC,2017-06-18 00:00:00 UTC,2017-06-15,2017-06-18,,[]
European Youth Cup (S) - Bologna (ITA) 2017,358,EYC_ITA_17,1015,European Youth Cup 2017,60.0,[],/api/v1/events/1015,/api/v1/events/1015/registrations,,,2017-06-17 00:00:00 UTC,2017-06-17 00:00:00 UTC,2017-06-17,2017-06-17,,"[{'id': 1161, 'kind': 'speed', 'event_id': 1015, 'created_at': '2020-01-31T10:45:34.000Z', 'updated_at': '2020-01-31T10:45:34.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,352,MumbaiWC,990,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/990,/api/v1/events/990/registrations,,,2017-06-24 00:00:00 UTC,2017-06-25 00:00:00 UTC,2017-06-24,2017-06-25,,"[{'id': 1121, 'kind': 'boulder', 'event_id': 990, 'created_at': '2020-01-31T10:37:31.000Z', 'updated_at': '2020-02-14T16:10:14.000Z', 'settings': None}]"
European Youth Cup (L) - Uster (SUI) 2017,358,EYC_AUT_L_17,1016,European Youth Cup 2017,60.0,[],/api/v1/events/1016,/api/v1/events/1016/registrations,,,2017-06-24 00:00:00 UTC,2017-06-25 00:00:00 UTC,2017-06-24,2017-06-25,,"[{'id': 1162, 'kind': 'lead', 'event_id': 1016, 'created_at': '2020-01-31T10:45:40.000Z', 'updated_at': '2020-01-31T10:45:40.000Z', 'settings': None}]"
Promo Event - Millau Natural Games (B) - (FRA) 2017,363,Millau,1038,,,[],/api/v1/events/1038,/api/v1/events/1038/registrations,,,2017-06-29 00:00:00 UTC,2017-07-02 00:00:00 UTC,2017-06-29,2017-07-02,,[]
"European Championship (L,S) - Campitello di Fassa (ITA) 2017 ",357,CAMPECH17,1008,,,[],/api/v1/events/1008,/api/v1/events/1008/registrations,,,2017-06-30 00:00:00 UTC,2017-07-01 00:00:00 UTC,2017-06-30,2017-07-01,,"[{'id': 1152, 'kind': 'lead', 'event_id': 1008, 'created_at': '2020-01-31T10:44:14.000Z', 'updated_at': '2020-01-31T10:44:14.000Z', 'settings': None}, {'id': 1153, 'kind': 'speed', 'event_id': 1008, 'created_at': '2020-01-31T10:44:18.000Z', 'updated_at': '2020-01-31T10:44:18.000Z', 'settings': None}]"
Asian Youth Championships - Singapore (SGP) 2017,356,Asian_Youth_Chp_17,1007,,,[],/api/v1/events/1007,/api/v1/events/1007/registrations,,,2017-07-05 00:00:00 UTC,2017-07-09 00:00:00 UTC,2017-07-05,2017-07-09,,"[{'id': 1149, 'kind': 'boulder', 'event_id': 1007, 'created_at': '2020-01-31T10:43:44.000Z', 'updated_at': '2020-01-31T10:43:44.000Z', 'settings': None}, {'id': 1150, 'kind': 'speed', 'event_id': 1007, 'created_at': '2020-01-31T10:43:48.000Z', 'updated_at': '2020-01-31T10:43:48.000Z', 'settings': None}, {'id': 1151, 'kind': 'lead', 'event_id': 1007, 'created_at': '2020-01-31T10:43:53.000Z', 'updated_at': '2020-01-31T10:43:53.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",352,VillarsWC,991,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/991,/api/v1/events/991/registrations,,,2017-07-07 00:00:00 UTC,2017-07-08 00:00:00 UTC,2017-07-07,2017-07-08,,"[{'id': 1122, 'kind': 'lead', 'event_id': 991, 'created_at': '2020-01-31T10:37:39.000Z', 'updated_at': '2020-02-14T16:02:22.000Z', 'settings': None}, {'id': 1123, 'kind': 'speed', 'event_id': 991, 'created_at': '2020-01-31T10:37:44.000Z', 'updated_at': '2020-02-14T16:05:47.000Z', 'settings': None}]"
"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2017",363,Petzen,1039,,,[],/api/v1/events/1039,/api/v1/events/1039/registrations,,,2017-07-07 00:00:00 UTC,2017-07-09 00:00:00 UTC,2017-07-07,2017-07-09,,[]
Paraclimbing Master (L) - Imst (AUT) 2017,354,Ims_Paraclimbing_17,1000,,,[],/api/v1/events/1000,/api/v1/events/1000/registrations,,,2017-07-08 00:00:00 UTC,2017-07-09 00:00:00 UTC,2017-07-08,2017-07-09,,"[{'id': 1139, 'kind': 'lead', 'event_id': 1000, 'created_at': '2020-01-31T10:42:32.000Z', 'updated_at': '2020-01-31T10:42:32.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,352,ChamonixWC,1164,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/1164,/api/v1/events/1164/registrations,,,2017-07-12 00:00:00 UTC,2017-07-13 00:00:00 UTC,2017-07-12,2017-07-13,,"[{'id': 1346, 'kind': 'lead', 'event_id': 1164, 'created_at': '2020-01-31T13:48:22.000Z', 'updated_at': '2020-02-14T16:02:24.000Z', 'settings': None}]"
European Youth Cup (B) - L'Argentière (FRA) 2017 ,358,EYC_Argentiere_17,1017,European Youth Cup 2017,60.0,[],/api/v1/events/1017,/api/v1/events/1017/registrations,,,2017-07-18 00:00:00 UTC,2017-07-19 00:00:00 UTC,2017-07-18,2017-07-19,,"[{'id': 1163, 'kind': 'boulder', 'event_id': 1017, 'created_at': '2020-01-31T10:45:53.000Z', 'updated_at': '2020-01-31T10:45:53.000Z', 'settings': None}]"
The World Games 2017 - Wroclaw (POL) 2017,361,WG_2017,1028,,,[],/api/v1/events/1028,/api/v1/events/1028/registrations,,,2017-07-21 00:00:00 UTC,2017-07-23 00:00:00 UTC,2017-07-21,2017-07-23,,"[{'id': 1183, 'kind': 'lead', 'event_id': 1028, 'created_at': '2020-01-31T10:49:07.000Z', 'updated_at': '2020-01-31T10:49:07.000Z', 'settings': None}, {'id': 1184, 'kind': 'boulder', 'event_id': 1028, 'created_at': '2020-01-31T10:49:08.000Z', 'updated_at': '2020-01-31T10:49:08.000Z', 'settings': None}, {'id': 1185, 'kind': 'speed', 'event_id': 1028, 'created_at': '2020-01-31T10:49:09.000Z', 'updated_at': '2020-01-31T10:49:09.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Briançon (FRA) 2017,354,Bri_Paraclimbing_17,1001,,,[],/api/v1/events/1001,/api/v1/events/1001/registrations,,,2017-07-26 00:00:00 UTC,2017-07-26 00:00:00 UTC,2017-07-26,2017-07-26,,"[{'id': 1140, 'kind': 'lead', 'event_id': 1001, 'created_at': '2020-01-31T10:42:48.000Z', 'updated_at': '2020-01-31T10:42:48.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,352,BriançonWC,1165,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/1165,/api/v1/events/1165/registrations,,,2017-07-28 00:00:00 UTC,2017-07-29 00:00:00 UTC,2017-07-28,2017-07-29,,"[{'id': 1347, 'kind': 'lead', 'event_id': 1165, 'created_at': '2020-01-31T13:48:30.000Z', 'updated_at': '2020-02-14T16:02:25.000Z', 'settings': None}]"
European Youth Cup (B) - Sofia (BUL) 2017,358,Sofia,1018,European Youth Cup 2017,60.0,[],/api/v1/events/1018,/api/v1/events/1018/registrations,,,2017-08-05 00:00:00 UTC,2017-08-06 00:00:00 UTC,2017-08-05,2017-08-06,,"[{'id': 1164, 'kind': 'boulder', 'event_id': 1018, 'created_at': '2020-01-31T10:46:06.000Z', 'updated_at': '2020-01-31T10:46:06.000Z', 'settings': None}]"
European Youth Cup (L) - Mitterdorf (AUT) 2017,358,EYC_AUT_L_17,1019,European Youth Cup 2017,60.0,[],/api/v1/events/1019,/api/v1/events/1019/registrations,,,2017-08-12 00:00:00 UTC,2017-08-13 00:00:00 UTC,2017-08-12,2017-08-13,,"[{'id': 1165, 'kind': 'lead', 'event_id': 1019, 'created_at': '2020-01-31T10:46:18.000Z', 'updated_at': '2020-01-31T10:46:18.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,352,MunichWC,992,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/992,/api/v1/events/992/registrations,,,2017-08-18 00:00:00 UTC,2017-08-19 00:00:00 UTC,2017-08-18,2017-08-19,,"[{'id': 1124, 'kind': 'boulder', 'event_id': 992, 'created_at': '2020-01-31T10:37:57.000Z', 'updated_at': '2020-02-14T16:10:17.000Z', 'settings': None}]"
European Championship (B) - Munich (GER) 2017 ,357,MunichECH,1009,,,[],/api/v1/events/1009,/api/v1/events/1009/registrations,,,2017-08-18 00:00:00 UTC,2017-08-19 00:00:00 UTC,2017-08-18,2017-08-19,,"[{'id': 1154, 'kind': 'boulder', 'event_id': 1009, 'created_at': '2020-01-31T10:44:32.000Z', 'updated_at': '2020-01-31T10:44:32.000Z', 'settings': None}, {'id': 1155, 'kind': 'combined', 'event_id': 1009, 'created_at': '2020-01-31T10:44:36.000Z', 'updated_at': '2020-01-31T10:44:36.000Z', 'settings': None}]"
Intl. Event - Rock Junior - Arco (ITA) 2017,363,Arco_RJ_2016,1040,,,[],/api/v1/events/1040,/api/v1/events/1040/registrations,,,2017-08-24 00:00:00 UTC,2017-08-27 00:00:00 UTC,2017-08-24,2017-08-27,,[]
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",352,ArcoWC,993,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/993,/api/v1/events/993/registrations,,,2017-08-25 00:00:00 UTC,2017-08-26 00:00:00 UTC,2017-08-25,2017-08-26,,"[{'id': 1125, 'kind': 'lead', 'event_id': 993, 'created_at': '2020-01-31T10:38:17.000Z', 'updated_at': '2020-02-14T16:02:27.000Z', 'settings': None}, {'id': 1126, 'kind': 'speed', 'event_id': 993, 'created_at': '2020-01-31T10:38:23.000Z', 'updated_at': '2020-02-14T16:05:49.000Z', 'settings': None}]"
"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2017",363,Arco Rockmaster,1041,,,[],/api/v1/events/1041,/api/v1/events/1041/registrations,,,2017-08-26 00:00:00 UTC,2017-08-26 00:00:00 UTC,2017-08-26,2017-08-26,,[]
European Youth Cup (S) - Imst (AUT) 2017,358,EYC_AUT_S_17,1020,European Youth Cup 2017,60.0,[],/api/v1/events/1020,/api/v1/events/1020/registrations,,,2017-08-27 00:00:00 UTC,2017-08-27 00:00:00 UTC,2017-08-27,2017-08-27,,"[{'id': 1166, 'kind': 'speed', 'event_id': 1020, 'created_at': '2020-01-31T10:46:37.000Z', 'updated_at': '2020-01-31T10:46:37.000Z', 'settings': None}]"
IFSC Youth World Championships - Innsbruck (AUT) - 2017,353,WYCH Innsbruck,998,,,[],/api/v1/events/998,/api/v1/events/998/registrations,,,2017-08-30 00:00:00 UTC,2017-09-10 00:00:00 UTC,2017-08-30,2017-09-10,,"[{'id': 1134, 'kind': 'boulder', 'event_id': 998, 'created_at': '2020-01-31T10:39:22.000Z', 'updated_at': '2020-01-31T10:39:22.000Z', 'settings': None}, {'id': 1135, 'kind': 'speed', 'event_id': 998, 'created_at': '2020-01-31T10:39:40.000Z', 'updated_at': '2020-01-31T10:39:40.000Z', 'settings': None}, {'id': 1136, 'kind': 'combined', 'event_id': 998, 'created_at': '2020-01-31T10:39:57.000Z', 'updated_at': '2020-01-31T10:39:57.000Z', 'settings': None}, {'id': 1137, 'kind': 'lead', 'event_id': 998, 'created_at': '2020-01-31T10:40:24.000Z', 'updated_at': '2020-01-31T10:40:24.000Z', 'settings': None}]"
Promotional Event Bouldering Championship - Bangalore (IND) 2017,363,Bangalore2017,1042,,,[],/api/v1/events/1042,/api/v1/events/1042/registrations,,,2017-09-01 00:00:00 UTC,2017-09-02 00:00:00 UTC,2017-09-01,2017-09-02,,[]
IFSC Youth World Championships Combined - Innsbruck (AUT) - 2017,353,YWCH Combined,999,,,[],/api/v1/events/999,/api/v1/events/999/registrations,,,2017-09-08 00:00:00 UTC,2017-09-09 00:00:00 UTC,2017-09-08,2017-09-09,,"[{'id': 1138, 'kind': 'combined', 'event_id': 999, 'created_at': '2020-01-31T10:42:16.000Z', 'updated_at': '2020-01-31T10:42:16.000Z', 'settings': None}]"
European Youth Championships (B) - Slany (CZE) 2017,358,EYCH_Slany_17,1021,European Youth Cup 2017,60.0,[],/api/v1/events/1021,/api/v1/events/1021/registrations,,,2017-09-15 00:00:00 UTC,2017-09-16 00:00:00 UTC,2017-09-15,2017-09-16,,"[{'id': 1167, 'kind': 'boulder', 'event_id': 1021, 'created_at': '2020-01-31T10:46:47.000Z', 'updated_at': '2020-01-31T10:46:47.000Z', 'settings': None}]"
Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2017,363,Adidas Rockstars 17,1043,,,[],/api/v1/events/1043,/api/v1/events/1043/registrations,,,2017-09-15 00:00:00 UTC,2017-09-16 00:00:00 UTC,2017-09-15,2017-09-16,,[]
Asian Continental Championships - Tehran (IRI) 2017,355,ACH Tehran,1004,,,[],/api/v1/events/1004,/api/v1/events/1004/registrations,,,2017-09-18 00:00:00 UTC,2017-09-21 00:00:00 UTC,2017-09-18,2017-09-21,,"[{'id': 1143, 'kind': 'lead', 'event_id': 1004, 'created_at': '2020-01-31T10:43:23.000Z', 'updated_at': '2020-01-31T10:43:23.000Z', 'settings': None}, {'id': 1144, 'kind': 'boulder', 'event_id': 1004, 'created_at': '2020-01-31T10:43:25.000Z', 'updated_at': '2020-01-31T10:43:25.000Z', 'settings': None}, {'id': 1145, 'kind': 'speed', 'event_id': 1004, 'created_at': '2020-01-31T10:43:27.000Z', 'updated_at': '2020-01-31T10:43:27.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",352,EdinburghWC,994,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/994,/api/v1/events/994/registrations,,,2017-09-23 00:00:00 UTC,2017-09-24 00:00:00 UTC,2017-09-23,2017-09-24,,"[{'id': 1127, 'kind': 'lead', 'event_id': 994, 'created_at': '2020-01-31T10:38:36.000Z', 'updated_at': '2020-02-14T16:02:28.000Z', 'settings': None}, {'id': 1128, 'kind': 'speed', 'event_id': 994, 'created_at': '2020-01-31T10:38:40.000Z', 'updated_at': '2020-02-14T16:05:51.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Edinburgh (GBR) 2017,354,Edi_Paraclimbing_17,1002,,,[],/api/v1/events/1002,/api/v1/events/1002/registrations,,,2017-09-23 00:00:00 UTC,2017-09-24 00:00:00 UTC,2017-09-23,2017-09-24,,"[{'id': 1141, 'kind': 'lead', 'event_id': 1002, 'created_at': '2020-01-31T10:43:00.000Z', 'updated_at': '2020-01-31T10:43:00.000Z', 'settings': None}]"
"European Youth Championships (L,S) - Perm (RUS) 2017",358,EYCH_Perm_17,1022,European Youth Cup 2017,60.0,[],/api/v1/events/1022,/api/v1/events/1022/registrations,,,2017-09-28 00:00:00 UTC,2017-10-01 00:00:00 UTC,2017-09-28,2017-10-01,,"[{'id': 1168, 'kind': 'speed', 'event_id': 1022, 'created_at': '2020-01-31T10:47:01.000Z', 'updated_at': '2020-01-31T10:47:01.000Z', 'settings': None}, {'id': 1169, 'kind': 'lead', 'event_id': 1022, 'created_at': '2020-01-31T10:47:05.000Z', 'updated_at': '2020-01-31T10:47:05.000Z', 'settings': None}]"
Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2017,363,Oloron 2017,1044,,,[],/api/v1/events/1044,/api/v1/events/1044/registrations,,,2017-09-30 00:00:00 UTC,2017-10-01 00:00:00 UTC,2017-09-30,2017-10-01,,[]
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",352,Wujiang,995,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/995,/api/v1/events/995/registrations,,,2017-10-07 00:00:00 UTC,2017-10-08 00:00:00 UTC,2017-10-07,2017-10-08,,"[{'id': 1129, 'kind': 'lead', 'event_id': 995, 'created_at': '2020-01-31T10:38:50.000Z', 'updated_at': '2020-02-14T16:02:29.000Z', 'settings': None}, {'id': 1130, 'kind': 'speed', 'event_id': 995, 'created_at': '2020-01-31T10:38:52.000Z', 'updated_at': '2020-02-14T16:05:53.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Sheffield (GBR) 2017,354,She_Paraclimbing_17,1003,,,[],/api/v1/events/1003,/api/v1/events/1003/registrations,,,2017-10-07 00:00:00 UTC,2017-10-08 00:00:00 UTC,2017-10-07,2017-10-08,,"[{'id': 1142, 'kind': 'lead', 'event_id': 1003, 'created_at': '2020-01-31T10:43:12.000Z', 'updated_at': '2020-01-31T10:43:12.000Z', 'settings': None}]"
"Oceania Continental Championships & Oceania Youth Championships (L,S,B) - Noumea (FRA) 2017",360,Oceania Championship,1026,,,[],/api/v1/events/1026,/api/v1/events/1026/registrations,,,2017-10-12 00:00:00 UTC,2017-10-15 00:00:00 UTC,2017-10-12,2017-10-15,,"[{'id': 1176, 'kind': 'lead', 'event_id': 1026, 'created_at': '2020-01-31T10:48:35.000Z', 'updated_at': '2020-01-31T10:48:35.000Z', 'settings': None}, {'id': 1177, 'kind': 'boulder', 'event_id': 1026, 'created_at': '2020-01-31T10:48:36.000Z', 'updated_at': '2020-01-31T10:48:36.000Z', 'settings': None}, {'id': 1178, 'kind': 'speed', 'event_id': 1026, 'created_at': '2020-01-31T10:48:39.000Z', 'updated_at': '2020-01-31T10:48:39.000Z', 'settings': None}, {'id': 1179, 'kind': 'combined', 'event_id': 1026, 'created_at': '2020-01-31T10:48:43.000Z', 'updated_at': '2020-01-31T10:48:43.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",352,XiamenWC,996,IFSC Climbing Worldcup 2017,59.0,[],/api/v1/events/996,/api/v1/events/996/registrations,,,2017-10-14 00:00:00 UTC,2017-10-15 00:00:00 UTC,2017-10-14,2017-10-15,,"[{'id': 1131, 'kind': 'lead', 'event_id': 996, 'created_at': '2020-01-31T10:39:02.000Z', 'updated_at': '2020-02-14T16:02:30.000Z', 'settings': None}, {'id': 1132, 'kind': 'speed', 'event_id': 996, 'created_at': '2020-01-31T10:39:04.000Z', 'updated_at': '2020-02-14T16:05:55.000Z', 'settings': None}]"
Asia Cup - Wanxianshan (CHN) 2017,355,Asia_Cup_17,1005,,,[],/api/v1/events/1005,/api/v1/events/1005/registrations,,,2017-10-27 00:00:00 UTC,2017-10-29 00:00:00 UTC,2017-10-27,2017-10-29,,"[{'id': 1146, 'kind': 'lead', 'event_id': 1005, 'created_at': '2020-01-31T10:43:35.000Z', 'updated_at': '2020-01-31T10:43:35.000Z', 'settings': None}, {'id': 1147, 'kind': 'boulder', 'event_id': 1005, 'created_at': '2020-01-31T10:43:36.000Z', 'updated_at': '2020-01-31T10:43:36.000Z', 'settings': None}, {'id': 1148, 'kind': 'speed', 'event_id': 1005, 'created_at': '2020-01-31T10:43:38.000Z', 'updated_at': '2020-01-31T10:43:38.000Z', 'settings': None}]"
PanAmerican Youth Championship Combined - Montreal (CAN) 2017 ,359,PAC Montreal Comb,1025,,,[],/api/v1/events/1025,/api/v1/events/1025/registrations,,,2017-10-29 00:00:00 UTC,2017-10-30 00:00:00 UTC,2017-10-29,2017-10-30,,"[{'id': 1175, 'kind': 'combined', 'event_id': 1025, 'created_at': '2020-01-31T10:48:33.000Z', 'updated_at': '2020-01-31T10:48:33.000Z', 'settings': None}]"
"PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017 ",359,PAC Montreal,1024,,,[],/api/v1/events/1024,/api/v1/events/1024/registrations,,,2017-10-30 00:00:00 UTC,2017-11-05 00:00:00 UTC,2017-10-30,2017-11-05,,"[{'id': 1171, 'kind': 'boulder', 'event_id': 1024, 'created_at': '2020-01-31T10:47:38.000Z', 'updated_at': '2020-01-31T10:47:38.000Z', 'settings': None}, {'id': 1172, 'kind': 'speed', 'event_id': 1024, 'created_at': '2020-01-31T10:47:44.000Z', 'updated_at': '2020-01-31T10:47:44.000Z', 'settings': None}, {'id': 1173, 'kind': 'combined', 'event_id': 1024, 'created_at': '2020-01-31T10:47:50.000Z', 'updated_at': '2020-01-31T10:47:50.000Z', 'settings': None}, {'id': 1174, 'kind': 'lead', 'event_id': 1024, 'created_at': '2020-01-31T10:47:54.000Z', 'updated_at': '2020-01-31T10:47:54.000Z', 'settings': None}]"
